Milyen funkcióra használunk kizárólag felúszó kötele(ke)t?,A mentőgyűrűhöz tartozó kötélnek felúszónak kell lennie.,A kikötőköteleknek felúszónak kell lennie.,A vontatásra szolgáló kötél kizárólag felúszó kötél lehet a kötél hajócsavarra való felcsavarodásának veszélye miatt.,
Mire szolgál az árbochoz rögzített száling?,A felső-oldalmerevítőket támasztja el az árboctól.,Az alsó oldalmerevítőket támasztja el az árboctól.,A jumpstag kifeszítését látja el.,
Melyik állókötelek állítását lehet általában szerszám nélkül elvégezni menet közben a vitorlák trimmelés céljából?,"Achterstag, backstag.","Vorstag, Unterstag.","Achterstag, oberwant.",
Mi a grósz?,A nagyvitorla.,Az orrvitorla.,A hátszélvitorla.,
Mi a fok?,Az orrvitorla.,A hátszélvitorla.,A nagyvitorla.,
Mi a spinakker?,A hátszélvitorla.,Az orrvitorla.,A nagyvitorla.,
Mit nevezünk álló kötélnek.,Az árbocmerevítő köteleket.,A klemmben rögzített köteleket.,A kikötéshez használt köteleket.,
Melyik álló kötél?,Vorstag.,Fall.,Sott.,
Melyik álló kötél?,Achterstag.,Sott.,Dirk.,
Melyik álló kötél?,Backstag.,Dirk.,Fall.,
Melyik álló kötél?,Vantni.,Fall.,Sott.,
Melyik mozgó kötél?,Fall.,Vantni.,Achterstag.,
Melyik mozgó kötél?,Sott.,Forstag.,Backstag.,
Melyik mozgó kötél?,Dirk.,Achterstag.,Vantni.,
Melyik vitorlát kell először felhúzni?,Hajótípustól és felszereltségtől függ.,A grószt.,A fokot.,
Melyik vitorlát kell először lehúzni?,Hajótípustól és felszereltségtől függ.,A grószt.,A fokot.,
Mi a dirk?,A bum pihentető kötele.,A spinakker felhúzó kötele.,A bum lefeszítő csigarendszere.,
"Mi a genakker?",Aszimmetrikus szabású hátszélvitorla.,Szimmetrikus szabású hátszélvitorla.,Kis méretű orrvitorla.,
"Mi a spinakker?",Szimmetrikus szabású hátszélvitorla.,Aszimmetrikus szabású hátszélvitorla.,Kis méretű orrvitorla.,
"Mi a génua?",Nagyméretű orrvitorla.,Aszimmetrikus szabású hátszélvitorla.,Kis méretű orrvitorla.,
Melyik vitorla fekete színű?,Grósz,Fok,Génua,Grosz 1
Melyik vitorla fekete színű?,Grósz,Fok,Génua,Grosz 2
Melyik vitorla fekete színű?,Grósz,Fok,Génua,Grosz 3
Melyik vitorla fekete színű?,Génua,Fok,Grósz,Genua 1
Melyik vitorla fekete színű?,Fok,Grósz,Génua,Fok 1
"Mit nevezünk a vitorlás hajón ""Lazy Jack""-nak?",A vitorla összeszedését segítő kötélrendszerrel kombinált zsákokat.,A kapitányi pihenő időt.,A bum pihentető kötelét.,
Mi a luftkaszni?,Légkamra.,Kötélvezető.,Horgonykamra.,
Mi a rig?,A rudazat és a merevítő kötelek.,Kötélvezető szem.,A szabad oldalmagasság.,
Mi a strekkelés?,Az állókötélzet feszítése.,Cikk-cakk vonalban a széllel szemben vitorlázás.,A vitorla felület csökkentése.,
Mi a takli?,Vitorlázat.,A hajó útiránya.,Menetes félszem.,
Mi a topnant?,A spinakker bumot felfelé tartó kötélzet.,A spinakker bumot lefelé tartó kötélzet.,Kajüttető.,
Mi a niederholer?,A spinakker bumot lefelé tartó kötélzet.,A spinakker bumot felfelé tartó kötélzet.,Oldalkorlát.,
A nagyvitorla melyik részét rögzítjük a fokfallhoz?,Egyiket sem.,A halfejet.,A Cunningham-szemet.,
Miért kell elengedett sottal felhúzni a nagyvitorlát?,"Mert különben szelet fog, és a felhúzást nem lehet befejezni.","Nem kell a sottokat teljesen kiengedni, a vitorlák lobogásának felhúzás közbeni lobogásánal megakadályozására enyhén be kell húzni a sottot.","Mert a vitorlába kapó szél megdöntheti, svertes hajó esetén fel is boríthatja a hajót.",
Milyen irányú szélben szokás a vitorlákat felhúzni?,Negyed szélnél élesebb szélben.,Éles negyed széltől fél szélig terjedő irányokban.,A szél sebességétől függően negyed széltől hátszélig terjed a vitorlák felvonására legalkalmasabb szélirány.,
"Ha főgép nélküli vitorlással indul  bójáról, hogyan tudja a hajót a kívánt csapásirány felvételéhez szükséges irányba fordítani?","A grósszal azon az oldalon beggelni, amelyik felé el kívánunk indulni, hátramenetben a kormánylapátot a grósszal ellentétes oldalra kihajtani, esetleg beggelni a fokkal.","A grósszal a felvenni kívánt haladási iránnyal ellentétes oldalon beggelni, hátramenetben a kormánylapátot a grósszal ellentétes oldalra kihajtani, esetleg beggelni a fokkal.","A grósszal a felvenni kívánt haladási iránnyal ellentétes oldalon beggelni, hátramenetben a kormánylapátot a grósszal azonos oldalra kihajtani, esetleg beggelni a fokkal.",
Hányféleképpen lehet csapást váltani?,Széllel szemben és hátszéllel.,Széllel szemben.,Hátszéllel.,
Svertes hajón fordulás közben a vitorlákat…,"az éppen aktuális látszólagos szélirány szerint állítjuk, ha szél túl élessé válik a sottokat elengedjük.","már nem állítjuk, a forduláshoz szükséges lendületet a fordulás előtt kell megszerezni a hajó kellő sebességre gyorsításával.","csak a széltengelyen való áthaladás előtt állítjuk, az egyre élesedő szélhez igazítva azokat. Ha a szél túl élessé válik, a sottokat elengedjük, és csak az elérni kívánt haladási irány felvétele után állítjuk a vitorlákat, különben felborulhatunk.",
Svertes hajóval a halzolást élénk szélben…,Félig felhúzott sverttel hajtjuk végre.,Teljesen leengedett sverttel hajtjuk végre.,Teljesen felhúzott sverttel hajtjuk végre.,
Svertes hajóval végrehajtott halzolás végén…,a grószt az új csapáson teljesen ki kell engedni.,"nem szabad teljesen kiengedni az új csapáson, mert az borulásveszélyt okoz.","a grószt csak lassan, fokozatosan szabad kiengedni, kissé késleltetve a látszólagos szélirányhoz képest.",
"Ha a hajó széllel szemben áll, és jobb oldalra kell a hajó orrát fordítani, akkor az orrvitorlát…","a hajó bal oldala felé térítjük ki, azaz beggelünk.","a hajó jobb oldala felé térítjük ki, azaz beggelünk.","hagyjuk lobogni, és a grósszal beggelünk a hajó bal oldala felé kitérítve azt.",
Fordulás közben a hajó fordulását segíthetjük….,"ha az orrvitorla sottját megfeszítve tartjuk azt követően is, hogy a hajó orra a széltengelyen átfordult.","ha az orrvitorla luv sottját elengedjük, és lee oldali sottját megfeszítjük, mielőtt a hajó orra a széltengelyen áthaladt.",ha a hajó orrának a széltengelyen való áthaladását megelőzően a grósz bumját a szél felöli oldalra kissé kitérítjük kézzel.,
A vízből mentés manőver végén a mentendő személy mellett a hajó…,"úgy áll meg, hogy a mentendő a luv oldalon van, és a hajó orra negyedszeles irányban áll.","úgy áll meg, hogy a mentendő a luv oldalon van, és a hajó orra szélben áll.","úgy áll meg, hogy a mentendő a lee oldalon van, és a hajó orra negyedszeles irányban áll.",
A mentendő személy vízből történő kiemelésekor...,hasi oldala néz a hajótest felé.,háta néz a hajótest felé.,"a körülményektől függően választjuk meg azt, hogy a mentendő melyik oldala nézzen a hajótest felé, de eszméletlen mentendőnél általában a hát oldali mentés kell preferálni.",
A Q forduló….,a halzolás kiváltására szolgáló manőver.,"olyan manőver, amelynek során az egyik csapás negyedszélből a másik csapás negyedszélbe kerül a hajó.","olyan manőver, amelynek segítségével a negyedszélből indított mentés gyenge szélben a leggyorsabban végrehajtható.",
A hajó élesedése közben..,a látszólagos szél iránya a hajó orra felé mozog.,a látszólagos szél iránya a hajó fara felé mozog.,a valós szél iránya a hajó fara felé mozog.,
A hajó esése közben…,a látszólagos szél iránya a hajó fara felé mozog.,a látszólagos szél iránya a hajó orra felé mozog.,a valós szél iránya a hajó fara felé mozog.,
"Ha cirkálás közben olyan szélforduló következik be, amely miatt a legélesebb irány a hajó fara felé mozdul…","akkor nyomban csapást váltunk, mert a másik csapáson a célhoz közelebbi irányon tudunk hajózni, mint a szélforduló előtt.","nem váltunk csapást, mert így a célhoz közelebbi irányban tudunk hajózni.","nem váltunk csapást, mert a szélforduló miatt a másik csapáson a céltól távolabbi irányra tudnánk hajózni, mint a szélforduló előtt.",
Szélell szembeni vitorlázás közben az adott cél eléréséhez…,a szükségesnél több magasságot gyűjtünk.,"addig vitorlázunk a húzó szakaszon, amíg a célt a hajóval összekötő egyenes orrszöge kis híján 90 fok nem lesz.","még beiktatunk egy közelítő szakaszt, ha a szélirány raumosodik.",
Milyen irányból közelítjük meg a horgonyzóhelyet?,A vízáramlás irányából ennek hiányában a szél irányával szemben.,A széliránnyal szemből.,Szélirányból.,
Mit kell ellenőrizni a horgonyzási manőver befejezése után?,"A horgony szántását, a parti objektumok pozícióinak ismételt ellenőrzésével.","Ellenőrizni kell, hogy a horgonylánc bekötése biztosan tart a horgonykamrában.",Ellenőrizni kell a horgony szántását a horgonylánc feszességének időnkénti ellenőrzésével. Ha szánt a horgony a lánc feszessége csökken.,
Mivel kezdődik a nagyvitorla bevonásának művelete?,A grószsott elengedésével.,A grószfall elengedésével.,A dirk elengedésével.,
Milyen relatív szélirány esetén lehet a fokrolleres orrvitorlát bevonni?,Bármilyen szélirányban.,Szembeszéltől negyedszélig terjedő szélirányok mellett.,Szembeszéltől negyedszélig terjedő szálirányok mellett.,
Mit nevezünk fordulásnak?,Amikor széllel szemben fordulunk.,Amikor hátszélben fordulunk.,Mindkét megoldás jó.,
Mit nevezünk perdülésnek?,Amikor hátszélben fordulunk.,Amikor széllel szemben fordulunk.,Mindkét megoldás jó.,
Mit nevezünk halzolásnak?,Amikor hátszélben fordulunk.,Amikor széllel szemben fordulunk.,Mindkét megoldás jó.,
Az alábbiak közül melyik manőver beggelés?,A fok luv szárát húzom meg.,A fok lee szárát húzom meg.,A fokot kilobogtatom.,
Az alábbiak közül melyik manőver beggelés?,Élesen haladva a grósz sottot elengedve a bumot a vantniig kinyomom.,Bő szélben haladva a grósz sottot elengedve a bumot a vantniig kinyomom.,A grószt kilobogtatom.,
Mi a halzolás?,Hátszélben történő csapásváltás.,Bal csapáson megfuttatás.,Jobb csapáson kilobogtatás.,
Mikor nevezzük lee gierig-nek a hajót.,Ha elengedett kormánnyal a széltől el akar fordulni.,Ha elengedett kormánnyal a szél felé akar fordulni.,Ha elengedett kormánnyal egyenesen halad tovább.,
Mikor nevezzük luv gierig-nek a hajót.,Ha elengedett kormánnyal a szél felé akar fordulni.,Ha elengedett kormánnyal a széltől el akar fordulni.,Ha elengedett kormánnyal egyenesen halad tovább.,
Mi a reffelés?,A vitorla felület csökkentése.,Cikk-cakk vonalban a széllel szemben vitorlázás.,Az állókötélzet feszítése.,
Pillangózva vitorlázó kishajó milyen csapáson halad?,A nagyvitorla állása szerinti csapáson.,Az orrvitorla szerinti csapáson.,A pillangózva haladó hajónak feltétlen elsőbbsége van korlátozott manőverképessége miatt.,
Mit hívunk backboardnak?,A hajó menetirány szerinti bal oldalát.,A hajó menetirány szerinti jobb oldalát.,A hajó hátsó részét.,
Mit nevezünk csapásnak?,A hajó útirányát.,A bum átvágódását.,A parton felvett iránylatot.,
Milyen csapásokat ismer?,"Pozitív, negatív.","Alsó, felső.","Egyes, kettes, hármas, négyes.",
Milyen csapásokat ismer?,"Bal, jobb.","Alsó, felső.","Egyes, kettes, hármas, négyes.",
Melyik a luv oldal?,Szél feletti oldal.,Szél alatti oldal.,Jobb oldal.,
Melyik a lee oldal?,Szél alatti oldal.,Szél feletti oldal.,Bal oldal.,
Mit hívunk steuerboardnak?,A hajó menetirány szerinti jobb oldalát.,A hajó menetirány szerinti bal oldalát.,A hajó hátsó részét.,
"Melyik hajónak van útjoga, ha ellentétes csapáson haladnak?",A backboardon haladónak.,A steuerboardon haladónak.,A bal csapáson haladónak.,
"Melyik hajónak van útjoga, ha ellentétes csapáson haladnak?",A jobb csapáson haladónak.,A bal csapáson haladónak.,Amelyiknek a bumja a jobb oldalon van.,
Melyik hajónak van útjoga?,Amelyiknek a bumja a bal oldalon van.,Amelyiknek a bumja a jobb oldalon van.,A bal csapáson haladónak.,
"Milyen valós szélben vitorlázik az a menetben lévő hajó, amelyen a látszólagos szél 90 fokos szög alatt látszik?",Háromnegyedszélben.,Félszélben.,Negyedszélben.,
A látszólagos szél iránya milyen esetben egyezik meg a valós szél irányával?,"Szélbe állva, hátszélben és vesztegelve.","Félszélben,  hátszélben és vesztegelve.","Hátszélben, és vesztegelve.",
Mi a préselés?,"Teljesen behúzott vitorlákkal, minél élesebben haladás.",Szűk bejárattal rendelkező kikötőbe vitorlával behajózás.,"Lassan farral beállás, a kikötőhelyre.",
Mi a raum?,Háromnegyed szeles szakasz.,Negyed szeles szakasz.,A hajósok kedvenc itala.,
Mi a kreuzolás?,Cikk-cakk vonalban a széllel szemben vitorlázás.,A vitorla felület csökkentése.,Az állókötélzet feszítése.,
Mit nevezünk takknak?,A hajó útirányát.,A hajó vitorlázatát.,A parton felvett iránylatot.,
Milyen takkokat ismer?,"Pozitív, negatív.","Alsó, felső.","Egyes, kettes, hármas, négyes.",
Milyen takkokat ismer?,"Bal, jobb.","Alsó, felső.","Egyes, kettes, hármas, négyes.",
Milyen szélben haladva a leggyorsabb általában a vitorlás hajó?,Háromnegyedszélben.,Futtatott negyedszélben.,Hátszélben.,
Útirányra vitorlázva….,"a hajót állandó irányba tartva a vitorlák állításával reagálunk a szélfordulókra. Csak akkor lehet végrehajtani, ha nem kell cirkálni.","a hajó irányát a szélfordulók szerint változtatjuk úgy, hogy a vitorlákon ne kelljen állítani, így a leggyorsabban érhetjük el a csak cirkálással elérhető úticélt.","a hajó mindenkori irányát úgy választjuk meg, hogy az úticélt felé a lehető leggyorsabban haladjunk. Mérlegeljük, hogy az irány úticélon tartásával, vagy kedvezőtlenebb útirányon elérhető nagyobb sebességgel nyerünk időt.",
Szélirányra vitorlázva…,"a hajó irányával követjük le a szélfordulókat, úgy, hogy azok megfúvási szöge ideális legyen.","a hajót állandó irányba tartva a vitorlák állításával reagálunk a szélfordulókra. Csak akkor lehet végrehajtani, ha nem kell cirkálni.","a hajó mindenkori irányát úgy választjuk meg, hogy az úticélt felé a lehető leggyorsabban haladjunk. Mérlegeljük, hogy az irány úticélon tartásával, vagy kedvezőtlenebb útirányon elérhető nagyobb sebességgel nyerünk időt.",
"Mire szolgál a farkasfog?","Kötél gyors, oldható rögzítésére.",Az acélsodrony kötelek elvágására.,Kötélvégek eldolgozására.,
Mi az iránylat?,Egy tárgy iránya a hajóról nézve.,A hajó iránya a szélhez képest.,A szél iránya a hajóhoz képest.,
Mire szolgál a klemm?,"Kötél gyors, oldható rögzítésére.",Az acélsodrony kötelek elvágására.,Kötélvégek eldolgozására.,
"Mi a kompasz?",Tájoló.,Reteszes ajtózár.,A felékben összegyűlő szennyeződés.,
Mi a pádli?,Evező.,Takaró ponyva.,Széllökés.,
Mit lát az ábrán?,Sekli.,Karabiner,Sagreiter.,6216
Mit lát az ábrán?,Karabiner,Stagreiter.,Sekli.,Karabiner
Mit lát az ábrán?,Stagreiter.,Karabiner,Sekli.,Stagreiter
Mit lát az ábrán?,Őzni.,Sekli.,Karabiner,6175
Mit lát az ábrán?,Fok kocsi.,Lee kocsi.,Fokroller.,6186
Mit lát az ábrán?,Lee kocsi.,Fok kocsi.,Fokroller.,6198
Mit lát az ábrán?,Fokroller.,Leekocsi.,Fokkocsi.,6159
Mit lát az ábrán?,Spanner.,Őzni.,Száling.,6165
Mit lát az ábrán?,Stopper.,Klemm.,Farkasfog.,6223
Mit lát az ábrán?,Klemm.,Stopper.,Farkasfog.,6234
Mit lát az ábrán?,Farkasfog.,Klemm.,Stopper.,6171
Mit lát az ábrán?,Száling.,Sagreiter.,Spanner.,6244
Mit lát az ábrán?,Ventil.,Sagreiter.,Stopper.,Ventil
Melyik állítás jellemző a viharjelzésre az alábbiak közül?,Villogó fénnyel figyelmeztetnek a veszélyre.,Piros és sárga rakétával figyelmeztetnek a veszélyre.,Három tónusú hangjelzéssel figyelmeztetnek a veszélyre.,
