375,,"Mit teszünk, ha folyó vízen hegymenetben haladva a hajónkról kiesik valaki, és ezt a hajó vezetőjeként azonnal észleljük?","Azonnal visszafordulok lehetőleg abba az irányba, amelyik oldalon kiesett a személy.","Azonnal visszafordulok mindig ellentétes irányba, amerre beesett a személy.","Egyenesen tovább haladok 2-3 hajóhosszt, majd visszafordulok a mentési manőverhez.",
376,,"Mit teszünk, ha folyó vízen völgymenetben haladva a hajónkról kiesik valaki, és ezt a hajó vezetőjeként azonnal észleljük?","Egyenesen tovább haladok 2-3 hajóhosszt, majd visszafordulok a mentési manőverhez.","Azonnal visszafordulok lehetőleg abba az irányba, amelyik oldalon kiesett a személy.","Azonnal visszafordulok mindig ellentétes irányba, amerre beesett a személy.",
377,,Hogyan kell a vízbe esett bajbajutottat kisgéphajóval megközelíteni?,"Széllel és/vagy áramlással szemben, a szél alatti oldalon maradva.","Széllel és/vagy áramlással szemben, a szél feletti oldalon maradva.","A legrövidebb időn belül, az mindegy hogyan.",
378,,Milyen veszélyeket rejthet a vízből mentett hajóba történő beemelése?,"Kisebb hajóval, csónakkal végzett mentésnél felborulhatunk.",A hajó oldalán történő beemelésnél mindig fennáll a borulás veszélye.,A hajó orránál és faránál történő beemelésnél mindig fennáll a borulás veszélye.,
379,,Milyen veszélyeket rejthet a vízből mentett hajóba történő beemelése?,Ha háton emeljük be a mentendőt gerincsérülést okozhatunk neki.,Ha háttal próbáljuk beemelni nem lát minket és megijedhet a mentendő.,Ha háttal emeljük be a mentendőt vizet nyelhet.,
380,,Hogyan minimalizálható a hajómotorok környezetterhelése?,"Idejében elvégzett karbantartásokkal, a pontos, szakszerű beállításokkal és a gyár által előírt kenő és üzemanyagok használatával.",A gyártó által erre a célra javasolt adalékok rendszeres használatával.,"Megfelelő idejű bemelegítéssel, és a benzinkutak extra üzemanyagainak rendszeres használatával.",
381,,"Mire kell ügyelni a hajón keletkezett hulladékok eltávolításakor, kezelésekor?","Semmilyen szennyeződés nem juthat a hajóból vízbe, olajat, veszélyes hulladékot, szennyvizet a parton erre rendszeresített tárolókba kell elhelyezni, üríteni. ",A környezetre nem káros hulladékok a parttól 300 méterre vízbe dobhatóak.,"Tavon semmilyen hulladék nem dobható a vízbe, folyamon az erre vonatkozó külön rendelkezések szerint van lehetőség rá.",
382,,Mit szabad a vízbe dobni?,Semmit.,Szervetlen anyagokat.,Bármit ami elsüllyed.,
383,,Milyen módon kell a hajón a hulladékot gyűjteni?,"Szelektíven, zárható edényben.","A hajón nem kell hulladékot gyűjteni, a vízbe kell dobni.",A hulladékot a fedélzeten elhelyezett olajos hordóba kell dobni.,
384,,Kell-e rögzíteni a hulladék tárolására szolgáló eszközt.,Igen.,Nem.,,
385,,A WC-vel felszerelt hajón kell-e lennie szennyvíz tartálynak?,Igen.,Nem.,,
386,,Szabad-e a hajón tartály nélküli WC-t üzemeltetni.,Nem.,Igen.,,
387,,Mi az ami különösen magas károsanyag-kibocsátáshoz vezet és éppen ezért elkerülendő?,Magas olaj arány a keverék benzinben.,Alacsony olaj arány a keverék benzinben.,,
388,,Mi az ami különösen magas károsanyag-kibocsátáshoz vezet és éppen ezért elkerülendő?,Levegőben szegény benzin levegő keverék.,Levegőben gazdag benzin levegő keverék.,,
389,,"Mit kell tenni, ha tankoláskor üzemanyag kerül a vízbe?","Értesíteni kell a vízirendészetet (107, 112).",Ultrát kell rászórni.,Nem kell tenni semmit.,
390,,"Mit kell tenni, ha tankoláskor üzemanyag kerül a vízbe?","Értesíteni kell a katasztrófavédelmet (105, 112).",Ultrát kell rászórni.,Nem kell tenni semmit.,
391,,"Mit kell tenni, ha tankoláskor üzemanyag kerül a vízbe?",Értesíteni kell a területileg illetékes vízügyi igazgatóságot.,Ultrát kell rászórni.,Nem kell tenni semmit.,
392,,Hol kell elhelyezni kabinos hajóban a kézi tűzoltó készüléket?,A kabin bejárat mellett,Az orrban,"A géptérben, a motor mellett.",
393,,Hol kell tárolni egy gázpalackot a hajón?,"A lakótértől elkülönített, jól szellőző, naptól, sugárzó hőtől védett zárt helyen.",A kézi tűzoltó készülékre kell ezeket rakni.,Kizárólag a vízvonal alatt szabad tárolni.,
394,,Mire vezethető vissza legtöbbször a tüzek keletkezése?,Felelőtlenség.,Környezeti hatás.,Globalizáció.,
395,,Milyen módon kell a hajón a tűzveszélyes anyagokat tárolni?,"A lakótértől elkülönített, jól szellőző, naptól, sugárzó hőtől védett zárt helyen.",A kézi tűzoltó készülékre kell ezeket rakni.,Kizárólag a vízvonal alatt szabad tárolni.,
396,,Miben szabad üzemanyagot tárolni?,Az erre a célra rendszeresített minőségi tanúsítvánnyal rendelkező eszközben.,"Akármiben, de rá kell írni, hogy mi van benne.","Akármiben, de egy edényben mindig csak egy fajta üzemanyagtípust szabad tárolni.",
397,,Hogyan kell ellenőrizni összeszerelés után a PB palack tömítettségét.,Szivárgás ellenőrző spray-vel.,Gyufával.,Kóccal.,
398,,Milyen típusú tüzek oltására alkalmas a porral oltó készülék?,"A,B,C típusúakra és elektromos tüzekre 1000 V feszültségig.","A, B, C,típusokra és minden elektromos tűz oltására.","A,B,C,D típusú tüzekre.",
399,,Téli tárolás idejére hogyan kell eljárni a poroltóval?,"Nincs vele tennivaló, marad a helyén.","Ki kell venni a hajóból, fagymentes és száraz helyiségben tárolni a téli állás alatt.","Ki kell venni, mert a kikötő személyzet intézkedik az esedékes felülvizsgálatáról.",
400,,"Elektromos tüzek oltására használható e az A,B,C kategóriájú tüzek oltására alkalmas készülék?","Igen, 1000 Volt feszültségig.",Nem.,"Igen, nincs feszültség korlátozás, mert az oltóanyag nem vezeti az áramot.",
401,,Mi a hatásmechanizmusa a porral oltásnak?,"Az oltóanyag elzárja a levegőtől az égő anyagot, valamint magas hő hatására széndioxid szabadul fel.","Az oltóanyag magas hő hatására folyadékká alakul, és lefedi, valamint lehűti a tüzet. ","Az oltóanyag  gőzzé alakul a magas hő hatására, és elfolytja, valamint lehűti a tüzet.",
402,,Hol kell a kézi tűzoltó készüléket elhelyezni?,A tűzveszélyes helyek közelében.,A menekülési útban.,A légkamrában.,
403,,Hol kell a kézi tűzoltó készüléket elhelyezni?,Könnyen hozzáférhető helyen.,A menekülési útban.,A légkamrában.,
404,,Hogyan kell a kézi tűzoltó készüléket elhelyezni?,Könnyen oldható rögzítéssel.,Lopásvédelemmel ellátott fix rögzítéssel.,Nem szabad rögzíteni.,
405,,Milyen veszélye van a szén-dioxiddal oltó készüléknek?,"A gáz alulról tölti ki a teret, így fulladásveszélyt okozhat.","Előfordulhat, hogy nem jön ki belőle az oltópor.","Nincs veszélye, ez a legbiztonságosabb oltókészülék.",
406,,"Mi az első lépés, ha tűz üt ki a hajón?",A hajóban tartózkodó személyek kimentése.,"A gázpalack, benzinkanna eltávolítása a hajóról.",A tűzoltók értesítése.,
407,,Mi az az égési háromszög?,"A levegő, a hő és az éghető anyag hármasa, amelynek egyidejű jelenléte az égés alapfeltétele.","A levegő, a tűz és az éghető anyag hármasa, amelynek egyidejű jelenléte az égés alapfeltétele.","A levegő, a hő és a tűz hármasa, amelynek egyidejű jelenléte az égés alapfeltétele.",
408,,Elegendő e a tűz eloltásához ha az égési háromszögnek csak az egyik tényezőjét vonjuk el?,Igen.,"Igen, de csak elméletben.",Nem.,
409,,Mi jellemző a kompozit műgyanta égésére?,"Heves gázképződés, sűrű fekete, mérgező füst formájában.",Mérsékelt gázképződés mellett az anyag leginkább parázslik.,Heves gázképződés mellett az anyag leginkább parázslik.,
410,,Hány alapfeltétele van az égésnek?,3,1,5,
411,,"Az égés alapfeltételei közül mennyit kell minimálisan megszüntetni, hogy a tűz elaludjon?",1,3,2,
412,,Honnan tudható meg a tűzoltó készülék lejárati időpontja?,A készüléken hitelesítéskor felragasztható matricán feltüntetik.,Az interneten kell megnézni.,A tűzoltóság diszpécserét kell megkérdezni a 105-ös számon.,
413,,"Honnan tudható meg, hogy milyen tüzek oltására alkalmas tűzoltó készülékünk?","A készüléken feltüntetett piktogramokból, és betűjelzésekből.",Az interneten kell megnézni.,A tűzoltóság diszpécserét kell megkérdezni a 105-ös számon.,
414,,"Kell-e a tűzoltóságot értesíteni, ha sikerült a tüzet eloltani?",Igen.,Nem.,,
415,,Milyen számon kell a tűzoltóságot értesíteni?,"105, vagy 112.","104, vagy 112.","107, vagy 112.",
416,,A tűz melyik részét kell célozni a kézi tűzoltó készülékkel?,A felénk eső részét.,A közepét.,A tőlünk távolabbi felét.,
417,,Melyik állítás jellemző a viharjelzésre az alábbiak közül?,Villogó fénnyel figyelmeztetnek a veszélyre.,Piros és sárga rakétával figyelmeztetnek a veszélyre.,Három tónusú hangjelzéssel figyelmeztetnek a veszélyre.,
