1,Kérdés,Helyes / Rossz válasz,,Helyes / Rossz válasz,,Helyes / Rossz válasz,,,
1272,"Milyen úszólétesítmény közeledésére számít, ha azon az ábrán látható fényeket észleli? Menetben lévő",szabadon közlekedő komp szemből.,N,műveletképtelen hajó jobb oldalát mutatva.,N,kishajónak nem tekinthető vitorlás hajó szemből.,I,xxx-0970.jpg,xxx-0970.jpg
1273,"Milyen úszólétesítmény közeledésére számít, ha azon az ábrán látható fényeket észleli? Menetben lévő",vitorlás kishajó szemből.,N,kishajónak nem tekintető vitorlás hajó szemből.,I,két vitorlás kishajó oldalról.,N,xxx-0975.jpg,xxx-0975.jpg
1274,"Milyen úszólétesítmény közeledésére számít, ha azon az ábrán látható fényeket észleli? Menetben lévő",halászati tevékenységet végző hajó jobb oldalát mutatva.,N,két vitorlás kishajó jobb oldalát mutatva.,N,kishajónak nem tekintető vitorlás hajó jobb oldalát mutatva.,I,xxx-0977.jpg,xxx-0977.jpg
1275,"Milyen úszólétesítmény közeledésére számít, ha azon az ábrán látható fényeket észleli? Menetben lévő",két vitorlás kishajó bal oldalát mutatva.,N,szabadon közlekedő komp bal oldalát mutatva.,N,kishajónak nem tekintető vitorlás hajó bal oldalát mutatva.,I,xxx-0983.jpg,xxx-0983.jpg
1276,"Milyen úszólétesítményre számíthat, ha az ábrán látható fényeket észleli?","Gyorsjáratú hajó, amely elsőbbségi jelzését használja.",N,"Menetben lévő szabadon közlekedő kompra, vagy valamilyen halászati tevékenységet végző 50 méternél hosszabb hajó.",N,"Menetben lévő szabadon közlekedő komp, vagy 50 méternél kisebb hosszúságú vonóháló vagy más halászeszköz vízben vonszolásával foglalkozó hajó.",I,xxx-0721.jpg,xxx-0721.jpg
1277,Milyen hajóra számíthat egy zöld fényt észlelve?,Vitorlás hajó jobb oldalát mutatja.,I,Vitorlás hajó bal oldalát mutatja.,N,7 méternél kisebb vitorlás kishajó szemből.,N,xxx-1469.jpg,xxx-1469.jpg
1278,"Milyen hajót tud azonosítani, ha azon a rajzon látható jelzőtesteket (két fekete gömb és egy sárga kettőskúp) látja?","Műveletképtelen, 20 méternél rövidebb 12 főnél több utas szállítására engedéllyel rendelkező hajó.",I,"Mellette való elhaladás tilalmát jelző, 20 méternél rövidebb 12 főnél több utas szállítására engedéllyel rendelkező hajó.",N,"Manőverképességében korlátozott,  20 méternél rövidebb 12 főnél több utas szállítására engedéllyel rendelkező hajó.",N,xxx-3590.jpg,xxx-3590.jpg
1279,Milyen kötelezettség hárul a kishajó vezetőjére induláskor az alábbiak közül?,Indulás előtt köteles különös figyelmet fordítani a hajó melletti vízterületekre (látási holttér).,I,Indulási szándékára szükség esetén hangos kiáltással köteles figyelmeztetni a többi kishajót.,N,Indulási szándékára szükség esetén egy rövid hangjellel köteles figyelmeztetni a többi kishajót.,N,,
1280,"Folytassa a mondatot! Kishajóval parttól vagy kikötőhelyről elindulni, és menetirányt változtatni","csak csökkentett sebességgel, és a partra merőlegesen szabad.",N,"csak akkor szabad, ha az a víziközlekedés más résztvevőit nem akadályozza.",N,"csak akkor szabad, ha az a vízi közlekedés más résztvevőit nem zavarja, és vízben tartózkodó személyt nem veszélyeztet.",I,,
1281,"Milyen előírás vonatkozik kishajó menetirányának megváltoztatására? Kishajóval menetirányt változtatni csak úgy szabad, ha",csak a vízi közlekedés más résztvevőinek veszélyeztetése nélkül szabad.,N,azzal vízben tartózkodó személyt nem akadályozunk mozgásában.,N,"az a vízi közlekedés más résztvevőit nem zavarja, és vízben tartózkodó személyt nem veszélyeztet.",I,,
1282,"Milyen előírás vonatkozik vitorlával haladó kishajó, valamint evezővel hajtott kishajó közlekedésére vízben tartózkodó személy közelében? Mentés kivételével","legalább 10 m távolságban úgy kell kikerülni, hogy az a vízijármű, és a legközelebbi part között maradjon.",I,"úgy kell kikerülni, hogy az a vízijármű, és a legközelebbi part között maradjon.",N,legalább 20 m távolságban kell kikerülni.,N,xxx-3940.jpg,xxx-3940.jpg
1283,Milyen előírás vonatkozik evezővel hajtott kishajó közlekedésére vízben tartózkodó személy közelében? A vízben tartózkodót a vízijármű közeledésére,"szükség esetén hangjelzéssel is figyelmeztetni kell és a sebességet olyan mértékre kell csökkenteni, hogy az ne okozzon műveletezési nehézséget.",N,"szükség esetén kiáltással is figyelmeztetni kell és a sebességet olyan mértékre kell csökkenteni, hogy az ne okozzon hullámzást a vízben tartózkodó közelében.",I,kiáltással is figyelmeztetni kell és a sebességet a kormányképesség mértékéig kell csökkenteni.,N,xxx-3943.jpg,xxx-3943.jpg
1284,Milyen előírás vonatkozik gépi erővel haladó kishajó közlekedésére vízben tartózkodó személy közelében? Mentés kivételével,"30 m távolságban úgy kell elhaladni mellette, hogy a vízben lévő személy a közelebbi part vagy az őt kísérő vízijármű között maradjon.",I,"10 m távolságban csökkentett sebességgel úgy kell elhaladni mellette, hogy hullámkeltéssel ne veszélyeztessük.",N,vízben lévő személyt minden esetben legalább 20 méter távolság megtartásával jobbról kell kerülni.,N,,
1285,"Milyen előírás vonatkozik gépi erővel haladó kishajó vízben tartózkodó személy közelében történő elhaladására, ha az előírt 30 méteres távolság a vízterület méretei miatt nem tartható?",A vízben tartózkodó körüli 30 m sugarú kör területén legfeljebb 5 km/h sebességgel szabad elhaladni a vízben tartózkodó zavarása nélkül.,I,"Meg kell állni, amíg a vízben lévő személy legalább 30 méter távolságra eltávolodik.",N,A vízben tartózkodó körüli 10 m sugarú kör területén legfeljebb 10 km/h sebességgel szabad elhaladni a vízben tartózkodó zavarása nélkül.,N,xxx-3946.jpg,xxx-3946.jpg
1286,"Mikor engedhető meg kishajók, csónakok és vízi sporteszközök egymás közötti találkozása vagy előzése? A találkozás vagy előzés akkor megengedett, ha","a víziút valamennyi helyi körülményt, és más hajók mozgását is figyelembe véve kétséget kizáróan elegendő az egyidejű áthaladásához.",N,"a hajóút szélessége valamennyi helyi körülményt, és más hajók mozgását is figyelembe véve kétséget kizáróan elegendő az egyidejű áthaladásához.",I,az nyilvánvalóan veszély nélkül végrehajtható.,N,,
1287,"Milyen előírás vonatkozik az összeütközés minden veszélyét kizáró irányban haladó kishajók, csónakok és vízi sporteszközök egymás közötti találkozására és előzésére?",A találkozás vagy előzés befejezéséig kötelesek megtartani menetirányukat és sebességüket.,N,"Nem változtathatják meg sem menetirányukat, sem menetsebességüket úgy, hogy ezzel az összeütközés veszélyét idézzék elő.",I,"Legalább 30 méter távolságot kell egymástól tartaniuk, ha a távolság nem tartható a helyi körülmények miatt csökkenteniük kell sebességüket.",N,,
1288,"Gépi erővel haladó kishajóval hajózva mit kell tennie, ha közeledve a tábla hatálya alá tartozó víziút-szakaszhoz Önnel szemben közeledő másik gépi erővel haladó kishajót észlel? Mivel a tábla tiltja a találkozást és az előzést","a kishajónak nem tekinthető hajók számára, folytathatom utam, jobbra tartva bal oldalunk felől elhaladva egymás mellett.",N,"nem hajózhatok be a szakaszra. Megállással vagy sebességem csökkentésével meg kell várnom, hogy a másik kishajó kihajózzon onnan.",I,határozott irányváltoztatással elkerülöm a találkozást és elhajózok a másik mellett jobbról vagy balról.,N,xxx-3990.jpg,xxx-3990.jpg
1289,Összeütközés veszélye esetén milyen általános szabály vonatkozik gépi erővel haladó kishajó és egy evezővel hajtott kishajó találkozására a Szabályzat I. része alapján?,"Mindkettő úgy köteles jobbra kitérni, hogy bal oldalukkal haladhassanak egymás mellett el.",I,"Mindkettő úgy köteles balra kitérni, hogy jobb oldalukkal haladhassanak egymás mellett el.",N,A hegymenetben haladó köteles kitérni a völgymenetben haladó útjából.,N,,
1290,Összeütközés veszélye esetén milyen általános szabály vonatkozik evezővel hajtott kishajó és vitorlával haladó kishajó találkozására a Szabályzat I. része alapján?,"Mindkettő úgy köteles jobbra kitérni, hogy bal oldalukkal haladhassanak egymás mellett el.",I,"Mindkettő úgy köteles bal kitérni, hogy jobb oldalukkal haladhassanak egymás mellett el.",N,A hegymenetben haladó köteles kitérni a völgymenetben haladó útjából.,N,,
1291,Kinek kell kitérnie gépi erővel hajtott kishajó és vitorlával haladó kishajó/csónak/vízi sporteszköz találkozásakor vagy útirányuk keresztezésekor a Szabályzat II. része alapján?,"A gépi erővel haladók kötelesek kitérni legalább 10 m oldaltávolságot tartva, ha azt a víz szélessége és mélysége azt lehetővé teszi.",N,A vitorlával haladók kötelesek kitérni a gépi erővel haladók útjából.,N,A gépi erővel haladók kötelesek kitérni a vitorlával haladók útjából.,I,,
1292,Kinek kell kitérnie gépi erővel hajtott kishajó és vitorlával haladó kishajó/csónak/vízi sporteszköz találkozásakor?,"Mindkettőnek jobbra kell tartania úgy, hogy az elhaladás a bal oldaluk felől történjen.",N,A vitorlával haladó kötelesek kitérni a gépi erővel haladó útjából.,N,A gépi erővel haladónak ki kell térnie a vitorlával haladó útjából.,I,,
1293,"Kinek kell kitérnie egy gépi erővel haladó kishajó és egy olyan kishajó/csónak/vízi sporteszköz  útirányának keresztezésekor, amely nem gépi erővel halad?",A gépi erővel haladó kishajó köteles kitérni a nem gépi erővel haladó kishajó/csónak/vízi sporteszköz útjából.,I,"Kishajók, csónakok és vízi sporteszközök  útirányának keresztezésekor meghajtási módtól függetlenül mindig a jobbról érkező köteles kitérni.",N,"Az a kishajó/csónak/vízi sporteszköz, amely nem gépi erővel halad köteles kitérni.",N,,
1294,Kinek kell kitérnie azonos meghajtási móddal haladó kishajók/csónakok/vízi sporteszközök útirányának keresztezésekor? A vitorlával haladók egymás közötti keresztezését kivéve,azonos meghajtási mód esetén a balról érkező köteles kitérni.,I,a meghajtási módtól függetlenül mindig a jobbról érkező köteles kitérni.,N,"mindig a vízi sporteszköznek és a csónaknak ki kell térnie a kishajó útjából, míg a vízi sporteszköznek a csónak útjából.",N,,
1295,Kinek kell kitérnie két gépi erővel haladó kishajó/csónak/vízi sporteszköz útirányának keresztezésekor?,Mindkettőnek balra kell tartania elkerülve ezzel az összeütközés veszélyét.,N,"Az amelyik a másikat saját bal oldala felől látja, köteles annak útjából kitérni, és ha a körülmények lehetővé teszik, el kell kerülnie az útvonal keresztezését a másik előtt.",N,"Az amelyik a másikat saját jobb oldala felől tátja, köteles annak útjából kitérni, és ha a körülmények lehetővé teszik, el kell kerülnie az útvonal keresztezését a másik előtt.",I,,
1296,"Kinek kell kitérnie, ha gépi erővel haladó kishajóval észleli a jobbról közeledő vitorlával haladó kishajót? ","Nekem kell kitérnem elkerülve a másik útvonalának keresztezését, mivel a gépi erővel haladó kishajó köteles kitérni a vitorlával haladó kishajó útjából.",I,"Neki kell kitérnie elkerülve az útvonalam keresztezését, mivel a vitorlával haladó kishajó köteles kitérni a gépi erővel haladó kishajó útjából.",N,"Nekem kell kitérnem elkerülve a másik útvonalának keresztezését, mivel két kishajó útirányának keresztezésekor a jobbról érkezőnek van elsőbbsége.",N,teszt-2460.jpg,teszt-2460.jpg
1297,"Kinek kell kitérnie, ha gépi erővel haladó kishajóval észleli a balról közeledő vitorlával haladó csónakot?","Nekem kell kitérnem elkerülve útvonalának keresztezését, mivel a gépi erővel haladó kishajó köteles kitérni a vitorlával haladó csónak útjából.",I,"Neki kell kitérnie elkerülve útvonalam keresztezését, mivel két vízi jármű útirányának keresztezésekor a jobbról érkezőnek van elsőbbsége.",N,"Neki kell kitérnie elkerülve útvonalam keresztezését, mivel a vitorlával haladó csónak köteles kitérni a kishajó útjából.",N,xxx-3514.jpg,xxx-3514.jpg
1298,Kinek kell kitérnie két vitorlás kishajó összeütközésének veszélye esetén?,"Ha a vitorlás kishajók azonos oldalirányú széllel haladnak, a szél alatt haladó köteles a szél felőli oldalon haladó útjából kitérni.",N,"Ha a hajók különböző oldalirányú széllel haladnak, a jobboldali széllel haladó köteles a másik útjából kitérni.",N,"Ha a baloldali széllel vitorlázó a másikat a szél felőli oldalon látja és nem tudja meghatározni, hogy az milyen széllel halad, köteles kitérni.",I,,
1299,"Kinek kell kitérnie két vitorlás kishajó összeütközésének veszélye esetén, ha azonos oldalszéllel vitorláznak?",A szél alatti oldalon vitorlázó köteles a szél felől oldalon vitorlázó útjából kitérni.,N,Mindig a jobbról érkező vitorlás kishajó köteles kitérni.,N,A szél felőli oldalon vitorlázó köteles a szél alatti oldalon vitorlázó útjából kitérni.,I,xxx-3856.jpg,xxx-3856.jpg
1300,"Kinek kell kitérnie két vitorlás kishajó összeütközésének veszélye esetén, ha különböző oldalirányú széllel vitorláznak?",A széliránytól függetlenül mindig a jobbról érkező köteles kitérni.,N,A jobboldali széllel vitorlázó köteles kitérni.,N,A baloldali széllel vitorlázó köteles kitérni.,I,xxx-3859.jpg,xxx-3859.jpg
1301,Milyen kitérési szabályt kell alkalmazni két eltérő oldalirányú széllel haladó vitorlás kishajó útirányának keresztezésekor?,A balról érkezőnek kell kitérnie.,N,A jobboldali széllel vitorlázó köteles a baloldali széllel haladó útjából kitérni.,N,A baloldali széllel vitorlázó köteles a jobboldali széllel haladó útjából kitérni.,I,xxx-3861.jpg,xxx-3861.jpg
1302,"Az 1-es számmal jelzett vitorlás kishajó jobboldali, míg a 2-es számmal jelzett kishajó vitorla mellett gépi erőt is használ. Összeütközés veszélye esetén melyik köteles kitérni?","A 2-es számmal jelzett köteles kitérni, mivel a gépi erővel haladó kishajónak ki kell térnie a vitorlával haladó kishajó útjából.",I,"Az 1-es számmal jelzett köteles kitérni, mivel a vitorlával haladó kishajó köteles kitérni a gépi erőt is használó kishajó útjából.",N,"Mindkettőnek jobbra kell tartania úgy, hogy az elhaladás a bal oldaluk felől történjen.",N,xxx-3607.jpg,xxx-3607.jpg
1303,Az 1-es és 2-es számmal jelzett kishajók közül összeütközés veszélye esetén melyik köteles kitérni?,"Az 1-es számmal jelzett köteles kitérni, mivel a gépi erővel haladó kishajónak ki kell térnie a vitorlával haladó kishajó útjából.",I,"Az 1-es számmal jelzett köteles kitérni, hiszen baloldali széllel vitorlázik.",N,"Mindkettőnek jobbra kell tartania úgy, hogy az elhaladás a bal oldaluk felől történjen.",N,xxx-3611.jpg,xxx-3611.jpg
1304,"Kinek kell kitérnie, ha kishajóval vitorla mellet gépi erőt is használva észleli a jobbról közeledő gépi erővel haladó kishajót?","Neki kell kitérnie elkerülve útvonalam keresztezését, mivel kishajók útirányának keresztezésekor a balról érkezőnek van elsőbbsége.",N,"Neki kell kitérnie elkerülve útvonalam keresztezését, mivel a gépi erővel haladó kishajó köteles kitérni a vitorlás kishajó útjából.",N,"Nekem kell kitérnem elkerülve útvonalának keresztezését, mivel gépi erővel haladó kishajók útirányának keresztezésekor a jobbról érkezőnek van elsőbbsége.",I,teszt-2362.jpg,teszt-2362.jpg
1305,"Kinek kell kitérnie, ha kishajóval vitorla mellet gépi erőt is használva észleli a jobbról közeledő csúcsával lefelé néző fekete kúpot viselő kishajót?","Neki kell kitérnie elkerülve útvonalam keresztezését, mivel két gépi erővel haladó kishajó útirányának keresztezésekor a balról érkezőnek van elsőbbsége.",N,"Nekem kell kitérnem elkerülve útvonalának keresztezését, mivel két kishajó útirányának keresztezésekor a meghajtási módtól függetlenül a balról érkező köteles kitérni.",N,"Nekem kell kitérnem elkerülve útvonalának keresztezését, mivel gépi erővel haladó kishajók útirányának keresztezésekor a jobbról érkezőnek van elsőbbsége.",I,teszt-2372.jpg,teszt-2372.jpg
1306,"Kinek kell kitérnie, ha kishajóval vitorla mellet gépi erőt is használva észleli a balról közeledő gépi erővel haladó kishajót?","Nekem kell kitérnem elkerülve útvonalának keresztezését, mivel gépi erővel haladó kishajók útirányának keresztezésekor a balról érkezőnek van elsőbbsége.",N,"Neki kell kitérnie elkerülve útvonalam keresztezését, mivel gépi erővel haladó kishajók útirányának keresztezésekor a jobbról érkezőnek van elsőbbsége.",I,"Neki kell kitérnie elkerülve útvonalam keresztezését, mivel gépi erővel haladó kishajó köteles kitérni a vitorlás kishajó útjából.",N,teszt-2385.jpg,teszt-2385.jpg
1307,"Kinek kell kitérnie, ha kishajóval vitorla mellet gépi erőt is használva észleli a balról közeledő evezővel hajtott kishajót/csónakot?","Ha lehet 15 méter távolságot tartva neki kell kitérnie elkerülve útvonalam keresztezését, mivel az evezővel hajtott kishajónak/csónaknak ki kell térnie a vitorlás kishajó útjából.",N,"Ha lehet 30 méter távolságot tartva nekem kell kitérnem elkerülve útvonalának keresztezését, mivel gépi erővel haladó kishajónak ki kell térnie az evezővel hajtott kishajó/csónak útjából.",I,"Ha lehet 30 méter távolságot tartva neki kell kitérnie elkerülve útvonalam keresztezését, mivel kishajók és csónakok útirányának keresztezésekor a meghajtási módtól függetlenül a balról érkező köteles kitérni.",N,teszt-2388.jpg,teszt-2388.jpg
1308,"Kinek kell kitérnie, ha kishajóval vitorla mellet gépi erőt is használva észleli a balról közeledő csúcsával lefelé néző fekete kúpot viselő kishajót?","Neki kell kitérnie elkerülve útvonalam keresztezését, mivel gépi erővel haladó kishajók útirányának keresztezésekor a jobbról érkezőnek van elsőbbsége.",I,"Nekem kell kitérnem elkerülve útvonalának keresztezését, mivel gépi erővel haladó kishajók útirányának keresztezésekor a balról érkezőnek van elsőbbsége.",N,"Neki kell kitérnie elkerülve útvonalam keresztezését, mivel kishajók útirányának keresztezésekor a meghajtási módtól függetlenül a balról érkező köteles kitérni.",N,teszt-2396.jpg,teszt-2396.jpg
1309,"Kinek kell kitérnie, ha gépi erővel haladó kishajóval hajózva észleli a keresztező irányban jobbról közeledő evezővel hajtott kishajót?","Nekem kell kitérnem, mivel a gépi erővel haladó kishajónak ki kell térnie az evezővel hajtott kishajó útjából.",I,"Neki kell kitérnie, mivel az evezővel hajtott kishajónak ki kell térnie a gépi erővel haladó kishajó útjából.",N,"Nekem kell kitérnem, mivel vízi járművek keresztezéskor a meghajtási módtól függetlenül a jobbról érkezőnek van elsőbbsége.",N,xxx-2962.jpg,xxx-2962.jpg
1310,"Kinek kell kitérnie, ha gépi erővel haladó kishajóval hajózva észleli a keresztező irányban balról közeledő evezővel hajtott csónakot? Amennyiben lehetséges, legalább 30 m távolságot tartva","nekem kell kitérnem, mivel a gépi erővel haladó kishajónak/csónaknak ki kell térnie az evezővel hajtott csónak útjából.",I,"neki kell kitérnie, mivel az evezővel hajtott csónaknak ki kell térnie a gépi erővel haladó kishajó útjából.",N,"nekem kell kitérnem, mivel kishajók és csónakok útirányának keresztezésekor a jobbról érkezőnek ki kell térnie a balról érkező útjából.",N,xxx-3015.jpg,xxx-3015.jpg
1311,Völgymenetben gépi erővel haladó kishajóval a hajóút menetirány szerinti jobb szélén halad. Kinek kell kitérnie jobbról érkező evezővel hajtott kishajót észlelve?,"Nekem kell kitérnem elkerülve a másik útvonalának keresztezését úgy, hogy közben nem változtathatom meg menetirányomat.",I,"Az evezővel hajtott kishajó köteles kitérni elkerülve útvonalam keresztezését, mivel kishajók útirányának keresztezésekor a balról érkezőnek van elsőbbsége.",N,"Nekem kell kitérnem, mivel vízi járművek útirányának keresztezésekor a jobbról érkezőnek van elsőbbsége.",N,teszt-2737.jpg,teszt-2737.jpg
1312,"Hegymenetben gépi erővel haladó kishajó a hajóút menetirány szerinti jobb szélén halad. Kinek kell kitérnie jobbról érkező evezővel hajtott csónakot észlelve? Ha lehet, legalább 30 m távolságot tartva","nekem kell kitérnem elkerülve a másik útvonalának keresztezését úgy, hogy közben nem változtathatom meg menetirányomat.",I,"az evezővel hajtott csónak köteles kitérni, mivel vízi járművek útirányának keresztezésekor a balról érkezőnek van elsőbbsége.",N,"nekem kell kitérnem elkerülve útvonalának keresztezését, mivel kishajók/csónakok útirányának keresztezésekor meghajtási módjától függetlenül a jobbról érkezőnek van elsőbbsége.",N,teszt-2863.jpg,teszt-2863.jpg
1313,Völgymenetben gépi erővel haladó kishajóval a hajóút menetirány szerinti jobb szélén halad. Kinek kell kitérnie balról közeledő evezővel hajtott csónakot észlelve?,"Ha lehet legalább 30 m távolságot tartva nekem kell kitérnem elkerülve a másik útvonalának keresztezését, mivel a gépi erővel haladó kishajónak ki kell térnie az evezővel hajtott csónak útjából.",I,"Neki kell kitérnie elkerülve útvonalam keresztezését, mivel az evezővel haladó vízi járműnek ki kell térnie a gépi erővel haladó vízi jármű útjából.",N,"Neki kell kitérnie elkerülve útvonalam keresztezését, mivel kishajók/csónakok útirányának keresztezésekor a jobbról érkezőnek van elsőbbsége.",N,teszt-2882.jpg,teszt-2882.jpg
1314,"Mikor engedhető meg kishajók egymás közötti előzése? Az előzés akkor engedhető meg, ha","a víziút szélessége valamennyi helyi körülményt, és más hajók mozgását is figyelembe véve kétséget kizáróan elegendő az egyidejű áthaladásához.",N,"a hajóút szélessége valamennyi helyi körülményt, és más hajók mozgását is figyelembe véve kétséget kizáróan elegendő az egyidejű áthaladásához.",I,"a víziút-szakasz hossza valamennyi helyi körülményt, és más hajók mozgását is figyelembe véve kétséget kizáróan elegendő az egyidejű áthaladásához.",N,xxx-4006.jpg,xxx-4006.jpg
1315,Kishajóval megelőzheti-e a tábla hatálya alá tartozó víziút-szakaszon az Ön előtt haladó másik gépi erővel haladó kishajót?,"Nem, mivel a tábla az általános találkozási tilalmon túl előzési tilalmat is jelent!",I,"Igen, mivel a tábla csak a találkozást tiltja.",N,"Igen, mivel a tábla nem kishajók közlekedésének szabályozására vonatkozik.",N,xxx-3985.jpg,xxx-3985.jpg
1316,Milyen esetben kezdhető meg az előzés?,Ha  az előzött hajó belegyezett az előzésbe.,N,"Ha az előzött hajó sebességének csökkentését jelzi, ezzel elősegítve az előzést.",N,Ha az előző hajó meggyőződött az előzés veszélytelenségéről.,I,xxx-4222.jpg,xxx-4222.jpg
1317,Gépi erővel haladó kishajóval hajózik. Megelőzheti-e a tábla hatálya alá tartozó víziút-szakaszon az Ön előtt haladó másik gépi erővel haladó kishajót?,"Igen, mivel a gépi erővel haladó kishajókra a tábla nem jelent előzési tilalmat.",N,"Nem, mivel a tábla általános előzési tilalmat jelent!",I,Saját felelősségemre és ez előttem haladó akadályozása nélkül végrehajtható az előzés.,N,xxx-4025.jpg,xxx-4025.jpg
1318,Gépi erővel haladó kishajóval hajózik. Megelőzheti-e a tábla hatálya alá tartozó víziút-szakaszon az Ön előtt haladó evezővel csónakot?,"Igen, mivel a kishajókra és csónakokra a tábla nem jelent előzési tilalmat.",N,Saját felelősségemre és ez előttem haladó akadályozása nélkül végrehajtható az előzés.,N,"Nem, mivel a tábla általános előzési tilalmat jelent!",I,xxx-4194.jpg,xxx-4194.jpg
1319,Hogyan kell gépi erővel haladó kishajó és gépi erővel haladó csónak találkozását végrehajtani?,Mindkettőnek balra kell tartania és jobb oldaluk felől kell egymást elkerülniük.,N,Mindkettőnek jobbra kell tartania és bal oldaluk felől kell egymást elkerülniük.,I,A völgymenetben haladó köteles kitérni a hegymenetben haladó útjából.,N,xxx-3148.jpg,xxx-3148.jpg
1320,Hogyan kell végrehajtani gépi erővel haladó kishajó és motoros víz sporteszköz találkozását?,"Mindkettőnek jobbra kell tartania úgy, hogy az elhaladás a bal oldaluk felől történjen.",I,"Mindkettőnek balra kell tartania úgy, hogy az elhaladás a jobb oldaluk felől történjen.",N,"A motoros vízsporteszköz elsőbbséget élvez, a gépi erővel haladó kishajónak kell kitérnie.",N,,
1321,Gépi erővel haladó kishajóval észleli az ellentétes irányból közeledő gépi erővel haladó csónakot. Hogyan kell a találkozást végrehajtani?,Hang- vagy látjelzéssel kell a találkozás oldalát egyeztetni.,N,Gépi erővel haladó kishajók/csónakok találkozásakor mindkettőnknek jobbra kell tartania és bal oldalunk felől kell egymást elkerülnünk.,I,Gépi erővel haladó kishajók/csónakok találkozásakor mindkettőnknek balra kell tartania és jobb oldalunk felől kell egymást elkerülnünk.,N,,
1322,"Kinek kell kitérnie gépi erővel haladó kishajó-, csónak- vízi sporteszköz és nem gépi erővel és nem vitorlával hajtott csónak- vízi sporteszköz találkozásakor vagy útirányuk keresztezésekor?","A gépi erővel haladók kötelesek kitérni legalább 10 m oldaltávolságot tartva, ha azt a víz szélessége és mélysége azt lehetővé teszi.",N,A nem gépi erővel és nem vitorlával hajtott kötelesek kitérni a gépi erővel haladók útjából.,N,"A gépi erővel haladónak ki kell térnie a nem gépi erővel és nem vitorlával hajtott útjából és legalább 30 m távolságot tartani attól, ha azt a víz szélessége és mélysége azt lehetővé teszi.",I,,
1323,Kinek kell kitérnie egy gépi erővel haladó kishajó és a nem gépi erővel és vitorlával hajtott kishajó találkozásakor?,A gépi erővel haladó kishajónak ki kell térnie a nem gépi erővel és nem vitorlával hajtott kishajó útjából.,I,"Mindkettőnek balra kell tartania úgy, hogy az elhaladás a jobb oldaluk felől történjen.",N,A nem gépi erővel és nem vitorlával hajtottnak kishajónak ki kell térnie a gépi erővel haladó kishajó útjából.,N,,
1324,"Kinek kell kitérnie, ha egy gépi erővel haladó csónak és egy nem gépi erővel és nem vitorlával hajtott kishajó találkozik?",A gépi erővel haladó csónaknak ki kell térnie a nem gépi erővel és nem vitorlával hajtott kishajó útjából.,I,"Mindkettőnek balra kell tartania úgy, hogy az elhaladás a jobb oldaluk felől történjen.",N,"A gépi erővel haladó csónaknak ki kell térnie a nem gépi erővel és nem vitorlával hajtott kishajó útjából és legalább 10 m távolságot tartani attól, ha azt a víz szélessége és mélysége azt lehetővé teszi.",N,,
1325,"Kinek kell kitérnie, ha egy gépi erővel haladó kishajó és egy nem gépi erővel és nem vitorlával hajtott csónak találkozik?","A gépi erővel haladó kishajónak ki kell térnie a nem gépi erővel és nem vitorlával hajtott csónak útjából és legalább 30 m távolságot tartani attól,  ha azt a víz szélessége és mélysége azt lehetővé teszi.",I,"Mindkettőnek balra kell tartania úgy, hogy az elhaladás a jobb oldaluk felől történjen.",N,"A gépi erővel haladó kishajónak ki kell térnie a nem gépi erővel és nem vitorlával hajtott csónak útjából és legalább 20 m távolságot tartani attól, ha azt a víz szélessége és mélysége azt lehetővé teszi.",N,xxx-2709.jpg,xxx-2709.jpg
1326,"Kinek kell kitérnie, ha egy gépi erővel hajtott kishajó és egy nem gépi erővel és nem vitorlával hajtott vízi sporteszköz találkozik?","A gépi erővel haladó kishajónak ki kell térnie a nem gépi erővel és nem vitorlával hajtott vízi sporteszköz útjából és legalább 30 m távolságot tartani attól, ha azt a víz szélessége és mélysége azt lehetővé teszi.",I,"A gépi erővel haladó kishajónak ki kell térnie a nem gépi erővel és nem vitorlával hajtott vízi sporteszköz útjából és legalább 20 m távolságot tartani attól, ha azt a víz szélessége és mélysége azt lehetővé teszi.",N,"A gépi erővel haladó kishajónak ki kell térnie a nem gépi erővel és nem vitorlával hajtott vízi sporteszköz útjából és legalább 15 m távolságot tartani attól, ha azt a víz szélessége és mélysége azt lehetővé teszi.",N,,
1327,"Hogyan kell a találkozást végrehajtani, ha gépi erővel haladó kishajóval hajózva észleli a közeledő nem gépi erővel és nem vitorlával hajtott kishajót?","Neki kell kitérnie, mivel a nem gépi erővel és nem vitorlával hajtott kishajónak ki kell térnie a gépi erővel haladó kishajó útjából.",N,"Nekem kell kitérnem, mivel a gépi erővel haladó kishajónak ki kell térnie a nem gépi erővel és nem vitorlával hajtott kishajó útjából.",I,"Mindkettőnknek balra kell tartania úgy, hogy az elhaladás a jobb oldaluk felől történjen.",N,xxx-3207.jpg,xxx-3207.jpg
1328,"Hogyan kell a találkozást végrehajtani, ha két nem gépi erővel és nem vitorlával hajtott kishajó/csónak találkozik?",Mindkettőnknek balra kell tartania és jobb oldalunk felől kell egymást elkerülnünk.,N,Mindkettőnknek jobbra kell tartania és bal oldalunk felől kell egymást elkerülnünk.,I,Mindkettőnknek a hajóút jobb széle felé kel tartania az egymás melletti elhaladás során.,N,xxx-3156.jpg,xxx-3156.jpg
